Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z,time_diff
0,7.087891891891892,-1.4401351351351352,5.425135135135136,0.0648108108108108,0.8200000000000001,-0.07981081081081082,
35,8.117891891891892,-0.6701351351351351,8.055135135135135,0.1548108108108108,0.51,-0.04981081081081081,35.0
70,7.357891891891891,-1.760135135135135,5.505135135135136,0.2348108108108108,0.22000000000000003,-0.10981081081081082,35.0
105,5.527891891891892,-0.8901351351351351,8.385135135135135,0.7148108108108109,-0.19,-0.1498108108108108,35.0
140,5.497891891891892,-1.4401351351351352,11.885135135135135,0.8548108108108108,-0.4,-0.2398108108108108,35.0
175,4.6878918918918915,-1.4401351351351352,12.605135135135136,1.284810810810811,-0.46,-0.2398108108108108,35.0
210,3.607891891891892,-0.8701351351351351,14.115135135135136,1.6648108108108108,-0.42,-0.1798108108108108,35.0
258,4.667891891891892,-1.1101351351351352,14.095135135135134,1.9148108108108108,-0.35000000000000003,-0.1298108108108108,48.0
293,6.217891891891892,-1.870135135135135,15.855135135135136,1.5848108108108108,-0.36,-0.059810810810810806,35.0
328,2.047891891891892,-0.9901351351351352,14.175135135135136,0.8648108108108108,-0.32,-0.03981081081081081,35.0
363,5.697891891891892,-1.0501351351351351,15.425135135135136,0.2748108108108108,-0.27,-0.00981081081081081,35.0
398,1.7778918918918918,-1.7501351351351349,14.565135135135137,-0.0951891891891892,-0.16999999999999998,0.0001891891891891892,35.0
438,2.307891891891892,-2.110135135135135,12.945135135135136,-0.11518918918918919,-0.09999999999999999,0.09018918918918918,40.0
473,6.117891891891892,-1.6301351351351352,11.555135135135135,-0.2251891891891892,-0.14,0.1401891891891892,35.0
508,2.337891891891892,-1.6501351351351352,10.435135135135136,-0.5051891891891892,-0.24,0.1301891891891892,35.0
543,5.947891891891892,-1.6101351351351352,11.745135135135136,-0.6851891891891893,-0.32,0.1401891891891892,35.0
578,4.097891891891892,-1.0001351351351353,8.915135135135136,-0.6651891891891892,-0.3,0.11018918918918919,35.0
613,3.7378918918918917,-1.680135135135135,9.255135135135136,-0.5051891891891892,-0.18,0.09018918918918918,35.0
648,4.617891891891892,-1.010135135135135,9.275135135135136,-0.3251891891891892,-0.020000000000000004,0.07018918918918919,35.0
684,2.557891891891892,-1.910135135135135,10.105135135135136,-0.3151891891891892,0.020000000000000004,0.050189189189189194,36.0
719,6.077891891891892,-1.540135135135135,9.735135135135135,-0.03518918918918919,0.09,0.030189189189189187,35.0
754,2.1778918918918917,-1.6101351351351352,9.945135135135136,0.2348108108108108,0.2,0.02018918918918919,35.0
789,4.8978918918918914,-2.380135135135135,10.055135135135135,0.2648108108108108,0.22000000000000003,0.09018918918918918,35.0
824,4.197891891891892,-1.9801351351351348,8.895135135135135,0.02481081081081081,0.26,0.12018918918918918,35.0
859,5.257891891891892,-2.190135135135135,6.015135135135136,-0.08518918918918919,0.22999999999999998,0.1601891891891892,35.0
