Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z
16793,0.68,-0.63,-10.14,0.05,-0.05,-0.00
16805,0.67,-0.66,-10.13,0.05,-0.05,-0.00
16818,0.67,-0.66,-10.15,0.06,-0.05,-0.00
16831,0.68,-0.67,-10.17,0.06,-0.05,-0.00
16843,0.68,-0.64,-10.14,0.05,-0.05,-0.00
16856,0.68,-0.65,-10.17,0.05,-0.05,-0.00
16869,0.67,-0.67,-10.15,0.05,-0.05,-0.00
16881,0.67,-0.66,-10.13,0.06,-0.05,-0.00
16898,0.67,-0.66,-10.16,0.05,-0.05,-0.00
16911,0.68,-0.66,-10.17,0.05,-0.05,-0.00
16923,0.69,-0.66,-10.15,0.05,-0.05,-0.00
16935,0.66,-0.68,-10.16,0.05,-0.05,-0.00
16948,0.66,-0.67,-10.18,0.05,-0.05,-0.00
16961,0.68,-0.66,-10.14,0.05,-0.05,-0.00
16973,0.67,-0.65,-10.16,0.05,-0.05,-0.00
16986,0.67,-0.64,-10.14,0.05,-0.05,-0.00
16999,0.66,-0.65,-10.16,0.05,-0.05,-0.00
17011,0.67,-0.67,-10.16,0.05,-0.05,-0.00
17024,0.68,-0.65,-10.16,0.05,-0.05,-0.00
17037,0.68,-0.64,-10.16,0.05,-0.05,-0.00
17049,0.68,-0.65,-10.14,0.05,-0.05,-0.00
17066,0.68,-0.65,-10.15,0.06,-0.05,-0.00
17079,0.68,-0.66,-10.16,0.05,-0.05,-0.00
17091,0.68,-0.67,-10.15,0.06,-0.05,-0.00
17104,0.68,-0.66,-10.16,0.06,-0.05,-0.00
17117,0.66,-0.65,-10.18,0.06,-0.05,0.00
17129,0.66,-0.67,-10.15,0.06,-0.05,-0.00
17142,0.67,-0.67,-10.16,0.06,-0.05,-0.00
17155,0.66,-0.64,-10.16,0.06,-0.05,-0.00
17167,0.68,-0.66,-10.17,0.06,-0.05,0.00
17180,0.68,-0.64,-10.15,0.06,-0.05,-0.00
17193,0.66,-0.65,-10.17,0.06,-0.05,0.00
17205,0.67,-0.64,-10.17,0.06,-0.05,-0.00
17233,0.67,-0.66,-10.18,0.05,-0.05,0.00
17246,0.66,-0.67,-10.17,0.05,-0.05,-0.00
17258,0.67,-0.67,-10.17,0.05,-0.05,-0.00
17271,0.68,-0.65,-10.14,0.05,-0.05,-0.00
17284,0.66,-0.66,-10.13,0.05,-0.05,-0.00
17296,0.68,-0.66,-10.13,0.05,-0.05,-0.00
17309,0.66,-0.66,-10.13,0.05,-0.05,-0.00
17322,0.67,-0.66,-10.15,0.05,-0.05,-0.01
17334,0.67,-0.65,-10.15,0.05,-0.05,-0.01
17347,0.66,-0.66,-10.19,0.05,-0.05,-0.01
17360,0.70,-0.66,-10.17,0.05,-0.05,-0.01
17372,0.68,-0.66,-10.12,0.05,-0.05,-0.01
17388,0.67,-0.64,-10.16,0.05,-0.05,-0.00
17401,0.65,-0.66,-10.16,0.05,-0.05,-0.00
17413,0.67,-0.64,-10.15,0.05,-0.05,-0.00
17426,0.67,-0.64,-10.18,0.05,-0.05,-0.00
17439,0.66,-0.64,-10.13,0.06,-0.05,-0.00
17451,0.69,-0.63,-10.17,0.06,-0.05,-0.00
17464,0.67,-0.66,-10.14,0.06,-0.05,-0.00
17477,0.67,-0.65,-10.17,0.06,-0.05,0.00
17489,0.67,-0.66,-10.16,0.06,-0.05,0.00
17502,0.68,-0.65,-10.15,0.06,-0.05,0.00
17515,0.67,-0.67,-10.14,0.06,-0.05,0.00
17527,0.66,-0.68,-10.15,0.06,-0.05,0.00
17543,0.66,-0.67,-10.15,0.06,-0.05,0.00
17556,0.68,-0.64,-10.13,0.06,-0.05,0.00
17568,0.69,-0.66,-10.16,0.05,-0.05,-0.00
17580,0.68,-0.68,-10.13,0.05,-0.05,-0.00
17593,0.68,-0.66,-10.15,0.05,-0.05,-0.00
17606,0.67,-0.65,-10.14,0.05,-0.05,-0.00
17618,0.68,-0.66,-10.15,0.05,-0.05,-0.00
17631,0.68,-0.67,-10.17,0.05,-0.05,-0.01
17644,0.65,-0.65,-10.16,0.05,-0.05,-0.01
17656,0.66,-0.63,-10.14,0.05,-0.05,-0.01
17669,0.67,-0.64,-10.16,0.05,-0.05,-0.01
17682,0.68,-0.63,-10.18,0.05,-0.05,-0.01
17694,0.67,-0.64,-10.17,0.05,-0.05,-0.01
17710,0.66,-0.64,-10.19,0.05,-0.05,-0.00
17723,0.69,-0.63,-10.14,0.05,-0.05,-0.00
17735,0.69,-0.64,-10.18,0.05,-0.05,-0.00
17748,0.68,-0.64,-10.17,0.06,-0.05,-0.00
17761,0.70,-0.66,-10.15,0.06,-0.05,0.00
17773,0.67,-0.64,-10.14,0.06,-0.05,0.00
17786,0.67,-0.63,-10.15,0.06,-0.05,-0.00
17799,0.65,-0.64,-10.17,0.06,-0.05,-0.00
17811,0.66,-0.65,-10.17,0.06,-0.05,-0.00
17824,0.67,-0.64,-10.16,0.06,-0.05,-0.00
17837,0.67,-0.66,-10.14,0.06,-0.05,-0.00
17849,0.66,-0.66,-10.14,0.06,-0.05,-0.00
17865,0.68,-0.67,-10.16,0.05,-0.05,-0.00
17878,0.68,-0.66,-10.12,0.05,-0.05,-0.00
17890,0.68,-0.65,-10.16,0.05,-0.05,-0.00
17903,0.68,-0.63,-10.16,0.05,-0.05,-0.00
17916,0.66,-0.64,-10.16,0.05,-0.05,-0.00
17928,0.67,-0.65,-10.15,0.05,-0.05,-0.00
17941,0.67,-0.64,-10.14,0.05,-0.05,-0.00
17954,0.68,-0.68,-10.17,0.05,-0.05,-0.00
17966,0.67,-0.64,-10.17,0.05,-0.05,-0.00
17979,0.67,-0.65,-10.16,0.05,-0.05,-0.00
17992,0.64,-0.63,-10.18,0.05,-0.05,-0.00
18004,0.67,-0.65,-10.15,0.05,-0.05,-0.00
18020,0.66,-0.66,-10.16,0.05,-0.05,-0.00
18033,0.65,-0.66,-10.15,0.05,-0.05,-0.00
18045,0.66,-0.65,-10.16,0.05,-0.05,-0.00
18058,0.66,-0.64,-10.15,0.05,-0.05,-0.00
18071,0.70,-0.63,-10.15,0.06,-0.05,-0.00
18083,0.84,-0.69,-9.84,0.05,-0.03,-0.00
18096,1.21,-0.68,-9.67,0.05,0.01,0.00
18109,1.37,-0.62,-10.11,0.05,0.03,0.01
18121,1.41,-0.49,-10.52,0.03,0.03,0.03
18134,1.29,-0.42,-10.24,0.02,-0.01,0.06
18147,1.02,-0.42,-10.30,0.03,-0.03,0.08
18159,0.67,-0.42,-10.37,0.03,-0.02,0.09
18171,0.22,-0.50,-10.14,0.03,-0.02,0.10
18187,-0.51,-0.70,-10.20,0.04,-0.03,0.11
18200,-1.13,-0.83,-10.24,0.04,-0.06,0.10
18212,-1.14,-0.82,-9.79,0.06,-0.07,0.09
18225,-0.34,-0.94,-10.97,0.07,-0.12,0.07
18238,0.60,-0.83,-10.32,0.10,-0.12,0.06
18250,1.28,-0.96,-10.19,0.12,-0.11,0.05
18263,1.62,-0.74,-9.67,0.12,-0.07,0.03
18276,1.67,-0.33,-9.88,0.12,-0.05,0.00
18288,1.66,-0.15,-9.99,0.11,-0.05,-0.03
18301,1.57,-0.35,-9.98,0.11,-0.05,-0.07
18314,1.32,-0.76,-10.04,0.10,-0.05,-0.10
18326,1.02,-0.91,-10.32,0.10,-0.05,-0.11
18342,0.56,-1.14,-10.49,0.07,-0.05,-0.11
18355,0.25,-1.01,-10.17,0.04,-0.07,-0.11
18367,0.11,-0.92,-10.19,0.02,-0.09,-0.09
18380,0.08,-0.72,-10.13,0.00,-0.08,-0.08
18393,0.10,-0.61,-9.84,-0.01,-0.06,-0.06
18405,0.21,-0.60,-9.89,-0.02,-0.04,-0.05
18418,0.34,-0.52,-10.11,-0.03,-0.03,-0.03
18431,0.51,-0.43,-10.22,-0.04,-0.03,-0.03
18443,0.75,-0.40,-10.19,-0.03,-0.04,-0.02
18456,1.05,-0.46,-10.38,-0.01,-0.05,-0.01
18469,1.24,-0.52,-10.25,0.01,-0.05,-0.00
18481,1.28,-0.61,-10.14,0.03,-0.05,-0.00
18497,1.16,-0.67,-10.11,0.06,-0.05,0.00
18510,0.96,-0.59,-10.09,0.08,-0.05,-0.00
18522,0.72,-0.49,-10.13,0.10,-0.04,-0.00
18535,0.50,-0.45,-10.21,0.12,-0.04,0.00
18548,0.33,-0.47,-10.21,0.13,-0.05,0.01
18560,0.28,-0.48,-10.23,0.13,-0.05,0.02
18573,0.32,-0.61,-10.10,0.13,-0.06,0.03
18586,0.43,-0.70,-10.05,0.12,-0.05,0.03
18598,0.57,-0.78,-10.02,0.11,-0.04,0.04
18611,0.74,-0.79,-10.19,0.10,-0.04,0.03
18624,0.89,-0.80,-10.21,0.08,-0.04,0.03
18636,0.93,-0.74,-10.20,0.06,-0.05,0.03
18648,0.97,-0.70,-10.23,0.05,-0.05,0.02
18664,0.88,-0.75,-10.13,0.03,-0.05,0.01
18677,0.76,-0.77,-10.09,0.02,-0.05,-0.00
18689,0.63,-0.76,-10.13,0.01,-0.05,-0.01
18702,0.53,-0.74,-10.16,0.00,-0.05,-0.02
18715,0.46,-0.71,-10.24,0.00,-0.05,-0.03
18727,0.45,-0.66,-10.17,0.00,-0.05,-0.03
18740,0.50,-0.61,-10.14,0.01,-0.05,-0.03
18753,0.57,-0.59,-10.13,0.02,-0.05,-0.03
18765,0.66,-0.55,-10.16,0.03,-0.05,-0.03
18778,0.77,-0.57,-10.13,0.04,-0.05,-0.03
18791,0.83,-0.56,-10.17,0.05,-0.05,-0.02
18803,0.83,-0.58,-10.19,0.05,-0.05,-0.02
18819,0.82,-0.57,-10.17,0.07,-0.05,-0.01
18832,0.74,-0.56,-10.17,0.08,-0.05,-0.00
18844,0.68,-0.59,-10.16,0.08,-0.05,0.01
18857,0.61,-0.56,-10.16,0.08,-0.05,0.01
18870,0.60,-0.58,-10.15,0.09,-0.05,0.02
18882,0.59,-0.60,-10.18,0.09,-0.05,0.03
18895,0.61,-0.63,-10.22,0.09,-0.05,0.03
18908,0.64,-0.72,-10.17,0.08,-0.05,0.03
18920,0.71,-0.71,-10.14,0.08,-0.05,0.02
18933,0.74,-0.74,-10.14,0.07,-0.05,0.02
18946,0.74,-0.73,-10.12,0.07,-0.05,0.01
18958,0.72,-0.71,-10.14,0.06,-0.05,0.00
18974,0.67,-0.71,-10.15,0.05,-0.05,-0.00
18987,0.64,-0.71,-10.15,0.05,-0.05,-0.01
18999,0.63,-0.70,-10.13,0.04,-0.05,-0.02
19012,0.60,-0.71,-10.13,0.04,-0.05,-0.02
19025,0.61,-0.67,-10.14,0.04,-0.05,-0.02
19037,0.62,-0.68,-10.15,0.03,-0.05,-0.03
19050,0.68,-0.64,-10.14,0.03,-0.05,-0.02
19063,0.72,-0.64,-10.16,0.03,-0.05,-0.02
19075,0.73,-0.61,-10.15,0.03,-0.05,-0.02
19088,0.75,-0.60,-10.17,0.04,-0.05,-0.01
19101,0.74,-0.60,-10.17,0.04,-0.05,-0.01
19113,0.71,-0.59,-10.16,0.04,-0.05,-0.00
19129,0.68,-0.60,-10.13,0.05,-0.05,0.00
19142,0.65,-0.60,-10.17,0.06,-0.05,0.01
19154,0.64,-0.62,-10.15,0.07,-0.05,0.01
19167,0.64,-0.62,-10.17,0.07,-0.05,0.01
19180,0.65,-0.64,-10.17,0.07,-0.05,0.01
19192,0.67,-0.67,-10.13,0.08,-0.05,0.01
19204,0.68,-0.64,-10.13,0.08,-0.05,0.01
19217,0.69,-0.63,-10.16,0.08,-0.05,0.01
19230,0.68,-0.67,-10.16,0.08,-0.05,0.01
19242,0.70,-0.68,-10.16,0.08,-0.05,0.00
19255,0.70,-0.70,-10.17,0.07,-0.05,-0.00
19268,0.68,-0.69,-10.13,0.06,-0.05,-0.00
19280,0.65,-0.69,-10.12,0.06,-0.05,-0.00
19296,0.66,-0.70,-10.18,0.05,-0.05,-0.00
19309,0.64,-0.69,-10.14,0.04,-0.05,-0.00
19321,0.65,-0.69,-10.14,0.04,-0.05,-0.01
19334,0.67,-0.69,-10.14,0.03,-0.05,-0.01
19347,0.70,-0.70,-10.15,0.03,-0.05,-0.01
19359,0.70,-0.66,-10.16,0.03,-0.05,-0.01
19372,0.68,-0.66,-10.16,0.03,-0.05,-0.01
19385,0.68,-0.63,-10.16,0.03,-0.05,-0.01
19397,0.68,-0.64,-10.16,0.04,-0.05,-0.01
19410,0.68,-0.63,-10.18,0.04,-0.05,-0.01
19423,0.66,-0.61,-10.16,0.05,-0.05,-0.01
19435,0.66,-0.60,-10.18,0.05,-0.05,-0.01
19451,0.68,-0.59,-10.16,0.06,-0.05,-0.01
19464,0.68,-0.61,-10.18,0.07,-0.05,-0.00
19476,0.69,-0.62,-10.15,0.07,-0.05,0.00
19489,0.68,-0.61,-10.13,0.07,-0.05,0.00
19502,0.72,-0.64,-10.15,0.08,-0.05,0.01
19514,0.71,-0.64,-10.16,0.07,-0.05,0.01
19527,0.71,-0.66,-10.15,0.07,-0.05,0.01
19540,0.67,-0.66,-10.13,0.07,-0.05,0.01
19552,0.65,-0.68,-10.16,0.07,-0.05,0.01
19565,0.68,-0.68,-10.16,0.06,-0.05,0.01
19578,0.66,-0.69,-10.13,0.05,-0.05,0.01
19590,0.65,-0.69,-10.15,0.05,-0.05,0.00
19606,0.68,-0.71,-10.14,0.04,-0.05,-0.00
19619,0.68,-0.69,-10.16,0.04,-0.05,-0.01
19631,0.68,-0.69,-10.16,0.04,-0.05,-0.01
19644,0.68,-0.67,-10.14,0.04,-0.05,-0.02
19657,0.68,-0.66,-10.13,0.04,-0.05,-0.02
19669,0.67,-0.66,-10.15,0.04,-0.05,-0.02
19681,0.68,-0.66,-10.14,0.04,-0.05,-0.02
19694,0.70,-0.61,-10.17,0.04,-0.05,-0.02
19707,0.68,-0.61,-10.17,0.04,-0.05,-0.01
19719,0.69,-0.60,-10.14,0.05,-0.05,-0.01
19732,0.68,-0.59,-10.15,0.05,-0.05,-0.01
19745,0.68,-0.59,-10.12,0.05,-0.05,-0.00
19757,0.68,-0.62,-10.16,0.05,-0.05,0.00
19773,0.69,-0.61,-10.15,0.06,-0.05,0.01
19786,0.70,-0.62,-10.15,0.06,-0.05,0.01
19798,0.70,-0.64,-10.15,0.06,-0.05,0.01
19811,0.68,-0.63,-10.17,0.07,-0.05,0.01
19824,0.67,-0.64,-10.14,0.07,-0.05,0.01
19836,0.66,-0.65,-10.15,0.07,-0.05,0.01
19849,0.66,-0.68,-10.16,0.07,-0.05,0.00
19862,0.67,-0.69,-10.14,0.07,-0.05,0.00
19874,0.66,-0.68,-10.14,0.07,-0.05,-0.00
19887,0.68,-0.68,-10.16,0.07,-0.05,-0.00
19900,0.67,-0.66,-10.13,0.06,-0.05,-0.00
19912,0.68,-0.66,-10.15,0.06,-0.05,-0.01
19928,0.68,-0.67,-10.16,0.06,-0.05,-0.01
19941,0.68,-0.66,-10.15,0.06,-0.05,-0.01
19953,0.66,-0.67,-10.17,0.05,-0.05,-0.01
19966,0.68,-0.65,-10.16,0.05,-0.05,-0.00
19979,0.69,-0.66,-10.16,0.04,-0.05,-0.00
19991,0.68,-0.66,-10.14,0.04,-0.05,-0.00
20004,0.68,-0.65,-10.14,0.04,-0.05,-0.00
20017,0.67,-0.66,-10.16,0.04,-0.05,0.00
20029,0.66,-0.65,-10.17,0.04,-0.05,-0.00
20042,0.65,-0.65,-10.17,0.04,-0.05,-0.00
20055,0.67,-0.65,-10.14,0.04,-0.05,-0.00
20067,0.66,-0.65,-10.15,0.05,-0.05,-0.01
20083,0.68,-0.65,-10.13,0.05,-0.05,-0.01
20096,0.67,-0.63,-10.15,0.05,-0.05,-0.01
20108,0.68,-0.61,-10.16,0.06,-0.05,-0.01
20121,0.67,-0.64,-10.17,0.06,-0.05,-0.01
20134,0.68,-0.65,-10.13,0.06,-0.05,-0.01
20146,0.69,-0.64,-10.13,0.06,-0.05,-0.01
20159,0.68,-0.63,-10.15,0.07,-0.05,-0.00
20172,0.69,-0.63,-10.17,0.07,-0.05,0.00
20184,0.69,-0.64,-10.16,0.07,-0.05,0.00
20197,0.68,-0.66,-10.15,0.06,-0.05,0.01
20210,0.67,-0.66,-10.13,0.06,-0.05,0.01
20222,0.68,-0.68,-10.14,0.06,-0.05,0.01
20234,0.67,-0.66,-10.16,0.06,-0.05,0.01
20250,0.67,-0.68,-10.16,0.06,-0.05,0.01
20263,0.67,-0.68,-10.15,0.05,-0.05,0.00
20275,0.65,-0.70,-10.14,0.05,-0.05,0.00
20288,0.68,-0.67,-10.15,0.05,-0.05,-0.00
20301,0.65,-0.68,-10.17,0.05,-0.05,-0.01
20313,0.67,-0.68,-10.17,0.05,-0.05,-0.01
20326,0.66,-0.66,-10.14,0.05,-0.05,-0.01
20339,0.67,-0.67,-10.15,0.05,-0.05,-0.01
20351,0.68,-0.67,-10.13,0.05,-0.05,-0.01
20364,0.68,-0.65,-10.16,0.05,-0.05,-0.01
20377,0.69,-0.65,-10.14,0.05,-0.05,-0.01
20389,0.70,-0.62,-10.13,0.05,-0.05,-0.01
20405,0.71,-0.64,-10.16,0.04,-0.05,-0.00
20418,0.69,-0.62,-10.17,0.04,-0.05,-0.00
20430,0.68,-0.63,-10.17,0.05,-0.05,-0.00
20443,0.67,-0.64,-10.15,0.05,-0.05,-0.00
20456,0.67,-0.64,-10.17,0.05,-0.05,0.00
20468,0.68,-0.64,-10.14,0.05,-0.05,0.00
20481,0.67,-0.66,-10.13,0.06,-0.05,0.00
20494,0.67,-0.62,-10.17,0.06,-0.05,0.00
20506,0.67,-0.65,-10.14,0.06,-0.05,-0.00
20519,0.66,-0.66,-10.17,0.06,-0.05,-0.00
20532,0.65,-0.66,-10.17,0.06,-0.05,-0.00
20544,0.66,-0.66,-10.16,0.06,-0.05,-0.00
20560,0.67,-0.65,-10.17,0.06,-0.05,-0.00
20573,0.69,-0.66,-10.15,0.06,-0.05,-0.00
20585,0.69,-0.65,-10.18,0.06,-0.05,-0.00
20598,0.69,-0.65,-10.17,0.05,-0.05,-0.00
20611,0.69,-0.65,-10.17,0.05,-0.05,-0.00
20623,0.70,-0.66,-10.14,0.05,-0.05,-0.00
20636,0.69,-0.67,-10.15,0.04,-0.05,-0.00
20649,0.68,-0.67,-10.16,0.04,-0.05,-0.00
20661,0.68,-0.67,-10.15,0.04,-0.05,-0.00
20674,0.70,-0.65,-10.14,0.04,-0.05,-0.00
20687,0.68,-0.64,-10.14,0.04,-0.05,-0.00
20699,0.68,-0.63,-10.14,0.04,-0.05,-0.01
20715,0.68,-0.63,-10.15,0.05,-0.05,-0.01
20728,0.68,-0.63,-10.15,0.05,-0.05,-0.01
20740,0.67,-0.63,-10.13,0.05,-0.05,-0.01
20753,0.67,-0.62,-10.15,0.06,-0.05,-0.01
20766,0.69,-0.60,-10.16,0.06,-0.05,-0.01
20778,0.68,-0.61,-10.18,0.06,-0.05,-0.00
20791,0.67,-0.62,-10.14,0.06,-0.05,-0.00
20804,0.68,-0.64,-10.11,0.07,-0.05,0.00
20816,0.68,-0.64,-10.15,0.06,-0.05,0.00
20829,0.68,-0.64,-10.14,0.06,-0.05,0.01
20842,0.67,-0.65,-10.14,0.06,-0.05,0.01
20854,0.67,-0.64,-10.14,0.06,-0.05,0.01
20866,0.66,-0.65,-10.16,0.06,-0.05,0.00
20882,0.66,-0.66,-10.17,0.06,-0.05,0.00
20895,0.66,-0.67,-10.12,0.06,-0.05,0.00
20907,0.68,-0.69,-10.14,0.06,-0.05,-0.00
20920,0.66,-0.66,-10.15,0.05,-0.05,-0.00
20933,0.68,-0.67,-10.18,0.05,-0.05,-0.01
20945,0.68,-0.68,-10.15,0.05,-0.05,-0.01
20958,0.67,-0.67,-10.15,0.05,-0.05,-0.01
20971,0.69,-0.65,-10.15,0.05,-0.05,-0.01
20983,0.68,-0.64,-10.17,0.05,-0.05,-0.01
20996,0.66,-0.63,-10.14,0.05,-0.05,-0.01
21009,0.69,-0.64,-10.15,0.05,-0.05,-0.01
21021,0.67,-0.64,-10.14,0.05,-0.05,-0.01
21037,0.68,-0.62,-10.13,0.05,-0.05,-0.00
21050,0.66,-0.61,-10.13,0.05,-0.05,-0.00
21062,0.67,-0.62,-10.17,0.06,-0.05,-0.00
21075,0.67,-0.62,-10.15,0.06,-0.05,0.00
21088,0.66,-0.64,-10.15,0.06,-0.05,0.00
21100,0.67,-0.64,-10.15,0.06,-0.05,0.00
21113,0.69,-0.65,-10.13,0.07,-0.05,0.00
21126,0.68,-0.66,-10.16,0.07,-0.05,0.00
21138,0.67,-0.66,-10.15,0.07,-0.05,0.00
21151,0.67,-0.67,-10.19,0.07,-0.05,0.00
21164,0.67,-0.68,-10.18,0.07,-0.05,0.00
21176,0.66,-0.66,-10.14,0.06,-0.05,0.00
21211,0.68,-0.69,-10.18,0.05,-0.05,0.00
21224,0.66,-0.70,-10.17,0.05,-0.05,-0.00
21236,0.68,-0.67,-10.17,0.05,-0.05,-0.00
21249,0.67,-0.68,-10.15,0.05,-0.05,-0.00
21262,0.68,-0.68,-10.14,0.04,-0.05,-0.01
21274,0.67,-0.67,-10.13,0.04,-0.05,-0.00
21287,0.67,-0.66,-10.15,0.04,-0.05,-0.01
21300,0.66,-0.66,-10.18,0.05,-0.05,-0.01
21312,0.67,-0.67,-10.17,0.05,-0.05,-0.01
21325,0.69,-0.64,-10.18,0.05,-0.05,-0.01
21338,0.68,-0.62,-10.13,0.05,-0.05,-0.01
21350,0.70,-0.64,-10.14,0.06,-0.05,-0.01
21366,0.69,-0.64,-10.16,0.06,-0.05,-0.00
21379,0.68,-0.63,-10.13,0.06,-0.05,-0.00
21391,0.66,-0.63,-10.16,0.06,-0.05,-0.00
21403,0.68,-0.64,-10.13,0.06,-0.05,0.00
21416,0.70,-0.65,-10.15,0.06,-0.05,0.00
21429,0.68,-0.66,-10.15,0.06,-0.05,0.00
21441,0.67,-0.67,-10.14,0.06,-0.05,0.00
21454,0.66,-0.68,-10.18,0.05,-0.05,0.00
21467,0.67,-0.69,-10.17,0.05,-0.05,0.00
21479,0.67,-0.67,-10.18,0.05,-0.05,0.00
21492,0.68,-0.67,-10.16,0.04,-0.05,-0.00
21505,0.67,-0.68,-10.14,0.04,-0.05,-0.00
21517,0.66,-0.67,-10.17,0.04,-0.05,-0.01
21533,0.66,-0.66,-10.17,0.04,-0.05,-0.01
21546,0.66,-0.65,-10.17,0.05,-0.05,-0.01
21558,0.67,-0.65,-10.14,0.05,-0.05,-0.01
21571,0.68,-0.64,-10.14,0.05,-0.05,-0.01
21584,0.71,-0.64,-10.16,0.05,-0.05,-0.01
21596,0.70,-0.61,-10.18,0.05,-0.05,-0.01
21609,0.68,-0.63,-10.21,0.06,-0.05,-0.01
21622,0.68,-0.62,-10.17,0.06,-0.05,-0.00
21634,0.66,-0.62,-10.14,0.06,-0.05,0.00
21647,0.67,-0.61,-10.13,0.06,-0.05,0.01
21660,0.68,-0.60,-10.15,0.06,-0.05,0.01
21672,0.69,-0.64,-10.16,0.06,-0.05,0.01
21688,0.66,-0.69,-10.16,0.06,-0.05,0.01
21701,0.66,-0.72,-10.14,0.05,-0.05,0.01
21713,0.65,-0.69,-10.15,0.05,-0.05,0.01
21726,0.64,-0.66,-10.16,0.05,-0.05,0.00
21739,0.65,-0.66,-10.16,0.05,-0.05,-0.00
21751,0.67,-0.64,-10.18,0.05,-0.05,-0.01
21764,0.67,-0.69,-10.16,0.05,-0.05,-0.01
21777,0.68,-0.71,-10.13,0.05,-0.05,-0.01
21789,0.67,-0.66,-10.17,0.05,-0.05,-0.01
21802,0.68,-0.57,-10.16,0.05,-0.05,-0.01
21815,0.69,-0.59,-10.17,0.06,-0.05,-0.01
21827,0.68,-0.62,-10.18,0.06,-0.05,-0.01
21843,0.67,-0.65,-10.15,0.06,-0.05,-0.00
21856,0.66,-0.65,-10.17,0.06,-0.05,0.00
21868,0.68,-0.66,-10.16,0.06,-0.05,0.01
21880,0.69,-0.65,-10.18,0.06,-0.05,0.01
21893,0.71,-0.64,-10.14,0.06,-0.05,0.01
21906,0.71,-0.65,-10.13,0.05,-0.05,0.01
21918,0.70,-0.67,-10.15,0.05,-0.05,0.01
21931,0.68,-0.69,-10.16,0.05,-0.05,0.01
21944,0.65,-0.68,-10.15,0.05,-0.05,0.01
