Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z
9245,2.27,-1.44,-11.98,-0.44,0.01,-0.58
9280,2.94,-1.64,-10.88,-0.32,0.06,-0.54
9315,3.99,-2.06,-10.75,-0.18,0.16,-0.47
9350,3.85,-1.89,-12.18,-0.15,0.19,-0.41
9385,3.45,-2.14,-15.36,-0.14,0.11,-0.36
9420,2.73,-2.55,-16.38,-0.11,-0.09,-0.34
9455,2.04,-2.33,-15.15,-0.10,-0.19,-0.30
9490,2.42,-2.20,-13.40,-0.11,-0.14,-0.25
9525,3.41,-2.70,-13.15,-0.34,-0.02,-0.24
9560,4.25,-2.70,-12.81,-0.58,0.17,-0.22
9606,3.13,-1.74,-13.03,-0.38,0.22,-0.18
9647,2.13,-2.33,-13.98,-0.24,0.29,-0.16
9681,1.82,-2.12,-14.34,-0.17,0.44,-0.12
9716,2.69,-2.00,-13.95,-0.33,0.39,-0.11
9751,3.22,-1.49,-13.36,-0.31,0.29,-0.07
9786,2.87,-1.73,-12.34,-0.27,0.16,-0.09
9821,2.42,-0.78,-13.37,-0.23,0.10,-0.13
9856,2.06,0.11,-9.56,-0.01,-0.05,-0.18
9891,2.01,-0.63,-10.07,0.22,-0.08,-0.25
9926,1.67,-0.84,-9.49,0.27,0.16,-0.33
9961,1.77,-1.54,-12.77,-0.06,0.49,-0.37
9996,2.25,-1.59,-15.46,-0.24,0.61,-0.37
10031,3.03,-1.02,-16.52,-0.09,0.62,-0.39
10066,3.28,-0.38,-16.01,0.34,0.57,-0.37
10107,2.00,0.50,-15.77,0.72,0.55,-0.41
10141,1.96,-0.62,-14.64,0.77,0.53,-0.49
10176,2.28,-1.37,-13.39,0.64,0.43,-0.55
10211,2.75,-1.08,-12.58,0.52,0.31,-0.58
10246,3.24,-0.99,-11.94,0.40,0.22,-0.57
10281,3.06,-1.37,-10.62,0.34,0.17,-0.57
10316,2.28,-1.32,-10.68,0.48,0.18,-0.58
10351,2.01,-1.17,-11.38,0.90,0.23,-0.56
10401,2.42,-1.79,-13.00,1.54,0.21,-0.56
10436,3.24,-1.83,-13.07,1.75,0.17,-0.56
10471,3.55,-2.55,-10.84,1.64,0.00,-0.56
10505,2.29,-2.25,-9.62,1.28,-0.13,-0.54
10546,1.90,-2.30,-11.20,0.63,-0.19,-0.47
10581,2.52,-2.44,-10.02,0.16,-0.19,-0.40
10616,3.05,-2.84,-8.63,0.03,-0.17,-0.30
10651,3.09,-2.45,-8.04,-0.01,-0.14,-0.22
10685,2.68,-2.32,-8.58,-0.14,-0.14,-0.15
10720,2.28,-2.57,-10.02,-0.10,-0.14,-0.07
10755,1.02,-2.35,-11.03,-0.06,-0.05,-0.01
10790,1.47,-2.03,-10.95,-0.08,0.03,0.07
10825,2.54,-2.03,-11.25,-0.21,-0.01,0.11
10860,3.30,-2.72,-9.92,-0.40,-0.08,0.12
10895,2.71,-2.03,-7.50,-0.48,-0.10,0.12
10930,1.85,-1.24,-8.56,-0.07,0.16,0.15
10982,2.18,-1.43,-12.20,0.48,0.44,0.11
11017,2.09,-2.20,-14.68,0.62,0.49,0.07
11052,2.72,-2.30,-15.27,0.38,0.41,0.02
11087,3.18,-2.55,-16.00,0.20,0.25,0.01
11122,3.72,-2.49,-13.21,0.06,0.02,0.02
11157,3.43,-1.87,-10.49,0.15,-0.19,0.05
11192,2.49,-1.55,-9.95,0.35,-0.29,0.04
11227,2.10,-1.81,-8.91,0.18,-0.30,0.02
11262,1.26,-1.13,-8.92,0.04,-0.30,0.01
11297,1.00,-0.99,-8.66,0.21,-0.18,0.02
11332,2.09,-0.96,-8.04,0.29,-0.12,0.01
11367,2.59,-1.39,-8.04,0.28,-0.12,-0.01
11402,3.31,-1.61,-7.24,0.28,-0.10,-0.02
11442,1.16,-1.13,-9.71,0.27,-0.10,-0.06
11477,2.04,-0.99,-9.15,0.25,-0.08,-0.05
11512,2.62,-1.35,-8.71,0.15,-0.04,-0.09
11547,2.75,-1.86,-5.20,0.15,-0.06,-0.09
11582,2.17,-1.49,-5.03,0.05,-0.03,-0.11
11616,2.22,-1.69,-7.27,0.03,0.00,-0.08
11651,2.21,-1.91,-10.40,-0.05,-0.04,-0.09
11686,1.33,-2.03,-11.78,-0.06,-0.10,-0.08
11721,1.36,-1.70,-11.64,-0.22,-0.08,-0.03
11756,2.34,-1.07,-11.05,-0.34,-0.09,-0.01
11791,3.08,-1.06,-10.82,-0.33,-0.07,-0.00
11826,2.93,-0.49,-10.60,-0.32,-0.08,-0.03
11880,2.29,-0.19,-8.45,-0.05,-0.05,-0.15
11914,2.09,-0.33,-8.34,0.06,0.09,-0.23
11949,1.87,-0.64,-11.76,0.15,0.19,-0.29
11984,1.59,-0.97,-14.13,0.18,0.25,-0.36
12019,2.25,-0.95,-13.24,0.31,0.19,-0.36
12054,3.17,-1.54,-11.76,0.18,0.09,-0.38
12089,3.58,-1.56,-10.41,0.19,0.10,-0.36
12124,2.65,-1.37,-10.46,0.20,0.08,-0.35
12159,2.66,-1.79,-12.57,0.15,-0.00,-0.35
12194,2.06,-2.33,-14.35,0.01,-0.09,-0.35
12229,2.01,-2.37,-12.71,-0.07,-0.16,-0.32
12264,2.55,-2.32,-12.28,-0.33,-0.21,-0.30
12299,2.96,-2.66,-7.13,-0.46,-0.22,-0.22
12352,2.32,-2.03,-7.46,-0.62,-0.16,-0.09
12387,2.15,-1.21,-8.36,-0.56,-0.12,-0.00
12422,1.41,-1.02,-7.89,-0.45,-0.10,0.03
12457,2.04,-1.20,-9.63,-0.48,-0.01,0.02
12491,2.86,-1.26,-10.89,-0.52,0.03,-0.01
12526,3.45,-1.51,-11.02,-0.48,0.08,-0.02
12561,2.57,-0.55,-10.35,-0.37,0.10,-0.05
12596,2.71,-0.64,-13.10,-0.16,0.10,-0.12
12631,2.17,-0.13,-15.30,0.05,0.13,-0.20
12666,2.22,-0.81,-14.80,0.15,0.12,-0.25
12701,2.94,-0.47,-13.25,0.19,0.07,-0.31
12736,3.29,-0.74,-9.73,0.24,0.04,-0.35
12776,1.95,-1.13,-13.31,0.34,0.20,-0.42
12811,2.86,-1.19,-13.53,0.21,0.37,-0.46
12846,3.64,-0.83,-13.24,0.05,0.40,-0.48
12881,3.74,-1.89,-12.59,0.08,0.35,-0.50
12916,3.09,-1.54,-12.75,0.11,0.31,-0.51
12951,2.91,-1.77,-14.54,0.11,0.15,-0.49
12986,2.13,-1.81,-15.00,0.18,-0.03,-0.46
13021,2.07,-1.65,-13.01,0.12,-0.14,-0.44
13056,2.95,-1.54,-11.79,0.26,-0.19,-0.39
13090,3.52,-2.31,-10.14,0.32,-0.18,-0.36
13125,2.52,-1.81,-10.40,0.26,-0.13,-0.34
13160,2.10,-2.25,-13.53,0.20,-0.17,-0.32
13201,3.01,-2.31,-10.22,0.03,-0.19,-0.27
13235,2.29,-1.89,-9.11,0.05,-0.19,-0.21
13270,2.10,-2.32,-11.22,-0.04,-0.16,-0.21
13319,2.27,-1.58,-8.85,-0.13,-0.17,-0.15
13353,1.69,-1.88,-11.79,-0.26,-0.16,-0.15
13388,3.08,-1.49,-9.96,-0.52,-0.17,-0.16
13423,1.81,-1.09,-6.84,-0.53,-0.14,-0.19
13458,1.79,-1.42,-9.37,-0.42,-0.11,-0.21
13493,2.25,-1.15,-9.53,-0.38,0.02,-0.19
13528,1.23,-0.71,-5.41,-0.28,0.02,-0.13
13563,1.47,0.02,-3.81,-0.16,0.04,-0.19
13597,1.81,-0.41,-8.15,0.17,0.07,-0.20
13632,2.18,-0.13,-7.05,0.38,0.08,-0.21
13673,2.52,-0.17,-11.21,0.48,0.01,-0.25
13719,2.39,-0.09,-10.65,0.36,-0.07,-0.34
13754,2.10,0.05,-6.78,0.30,-0.08,-0.39
13789,2.02,-0.34,-9.12,0.30,-0.06,-0.46
13824,2.56,-0.45,-10.17,0.17,-0.01,-0.53
13859,1.94,-0.52,-7.88,0.21,0.16,-0.56
13894,1.93,-0.67,-9.89,0.43,0.34,-0.59
13929,2.57,-1.28,-11.75,0.45,0.38,-0.61
13963,2.66,-1.55,-10.55,0.26,0.38,-0.58
13998,2.31,-1.11,-11.48,0.04,0.28,-0.56
14033,2.58,-1.28,-13.03,0.08,0.08,-0.53
14068,3.25,-1.29,-11.54,0.09,-0.06,-0.50
14109,2.55,-1.51,-13.36,0.17,-0.18,-0.51
14143,3.11,-1.60,-10.03,0.13,-0.24,-0.46
14178,2.61,-1.50,-11.55,0.20,-0.24,-0.43
14213,2.38,-1.88,-13.25,0.23,-0.29,-0.43
14248,3.18,-2.06,-11.22,0.24,-0.32,-0.40
14283,2.64,-1.88,-10.40,0.25,-0.28,-0.36
14318,2.18,-2.07,-12.59,0.17,-0.29,-0.34
14353,3.40,-2.18,-9.37,0.02,-0.32,-0.31
14387,2.31,-1.59,-7.18,-0.16,-0.33,-0.29
14422,1.22,-1.78,-8.46,-0.23,-0.33,-0.30
14457,2.91,-2.01,-6.47,-0.20,-0.27,-0.27
14492,1.74,-1.39,-4.86,-0.10,-0.14,-0.20
14533,1.96,-0.97,-5.03,-0.25,-0.04,-0.14
14567,1.78,-0.49,-6.23,-0.09,-0.03,-0.12
14602,2.12,-0.88,-9.96,-0.05,-0.02,-0.18
14637,2.56,-0.98,-7.76,-0.06,-0.08,-0.21
14672,1.81,-0.57,-5.76,0.15,-0.09,-0.21
14707,1.97,-0.93,-10.37,0.38,-0.09,-0.20
14742,2.71,-0.47,-9.55,0.30,-0.07,-0.23
14790,2.15,-0.30,-7.94,0.01,-0.14,-0.30
14825,1.88,-0.65,-6.50,-0.16,-0.12,-0.36
14859,1.99,-0.61,-10.49,-0.13,0.00,-0.41
14894,2.59,-0.51,-9.11,-0.14,0.12,-0.44
14929,1.58,-0.97,-7.13,-0.23,0.26,-0.47
14964,2.17,-1.15,-10.92,-0.28,0.37,-0.48
15004,2.34,-1.24,-12.19,-0.44,0.32,-0.46
15039,2.44,-1.26,-14.93,-0.23,0.21,-0.46
15086,2.12,-1.87,-14.41,-0.24,0.14,-0.53
15121,2.39,-1.85,-10.75,-0.21,0.13,-0.50
15155,1.59,-1.81,-8.39,-0.22,0.18,-0.44
15190,1.97,-1.56,-13.04,-0.01,0.27,-0.38
15225,3.05,-1.64,-13.10,0.21,0.34,-0.29
15260,2.29,-1.26,-10.79,0.58,0.36,-0.19
15295,2.46,-0.99,-13.32,0.89,0.36,-0.15
15330,2.86,-1.18,-14.39,0.79,0.29,-0.22
15365,3.40,-0.69,-12.25,0.53,0.13,-0.29
15399,2.53,-0.62,-12.41,0.41,-0.01,-0.37
15440,2.88,-0.67,-10.65,0.22,-0.14,-0.46
15474,1.98,-1.20,-13.12,0.12,-0.21,-0.53
15509,2.44,-1.67,-10.98,-0.04,-0.23,-0.59
15544,2.21,-2.25,-8.73,-0.36,-0.10,-0.61
15579,2.34,-2.37,-12.77,-0.49,0.03,-0.55
15614,2.52,-2.22,-13.12,-0.50,0.09,-0.46
15648,2.37,-2.26,-10.16,-0.46,0.11,-0.36
15683,2.44,-1.47,-11.86,-0.46,0.20,-0.32
15718,2.43,-1.56,-13.26,-0.33,0.16,-0.27
15753,2.18,-1.47,-10.31,-0.29,0.05,-0.25
15788,2.40,-1.41,-12.24,-0.21,-0.02,-0.27
15823,2.39,-2.01,-13.49,-0.21,-0.10,-0.31
15863,2.31,-1.52,-12.42,-0.22,-0.14,-0.26
15897,1.90,-1.64,-11.00,-0.29,-0.17,-0.25
15932,2.18,-1.37,-7.34,-0.36,-0.17,-0.23
15967,1.92,-1.03,-9.02,-0.28,-0.09,-0.22
16002,1.87,-0.82,-9.34,-0.21,-0.04,-0.21
16037,1.91,-0.70,-5.81,-0.01,0.02,-0.19
16071,1.83,-0.37,-7.24,0.16,0.24,-0.20
16106,2.38,-0.62,-13.04,0.01,0.37,-0.28
16141,3.04,0.02,-13.32,-0.37,0.40,-0.35
16176,2.41,-0.10,-12.44,-0.38,0.40,-0.42
16224,2.86,0.23,-14.50,-0.30,0.19,-0.50
16259,2.66,0.41,-16.84,0.01,0.05,-0.54
16294,2.33,-0.65,-13.92,0.20,-0.10,-0.59
16334,2.20,-0.31,-14.43,0.42,-0.10,-0.63
16368,2.51,0.08,-11.67,0.54,-0.08,-0.63
16403,1.79,0.12,-8.21,0.69,-0.02,-0.64
16450,1.61,0.15,-6.99,0.95,0.07,-0.67
16485,1.35,0.40,-7.79,1.13,0.16,-0.70
16520,1.72,0.12,-8.00,1.38,0.19,-0.78
16555,2.40,-0.65,-8.41,1.60,0.15,-0.78
16590,1.62,-1.14,-7.71,1.52,0.09,-0.77
16625,1.73,-1.64,-12.04,1.22,-0.04,-0.81
16660,1.75,-2.04,-11.30,0.76,-0.14,-0.78
16695,1.45,-2.39,-7.08,0.23,-0.14,-0.72
16730,1.51,-2.20,-6.98,0.04,-0.11,-0.60
16771,1.54,-2.31,-5.92,0.06,-0.10,-0.46
16806,1.12,-2.78,-6.62,-0.08,-0.03,-0.35
16841,1.65,-2.07,-10.76,-0.12,0.03,-0.25
16876,1.07,-2.28,-10.33,0.09,-0.01,-0.13
16911,1.58,-2.09,-8.84,0.25,-0.05,-0.01
16946,0.95,-1.92,-9.77,0.18,0.05,0.08
16981,1.68,-1.40,-10.90,0.01,0.02,0.07
17016,1.13,-0.36,-10.70,0.25,-0.05,0.05
17051,0.40,-0.81,-7.61,0.29,0.01,-0.00
17086,1.06,-0.70,-9.33,0.28,0.10,-0.05
17121,0.66,-0.73,-7.89,0.32,0.09,-0.06
17156,0.95,-0.40,-9.11,0.41,0.11,-0.06
17191,1.27,-0.32,-10.96,0.26,0.11,-0.11
17231,1.10,-0.50,-11.37,-0.01,0.16,-0.20
17266,0.93,-0.53,-11.01,0.02,0.22,-0.27
17301,1.70,-0.49,-12.74,0.07,0.22,-0.32
17336,1.70,-0.37,-16.48,-0.01,0.21,-0.38
17371,1.17,-1.34,-18.47,-0.22,0.10,-0.44
17406,1.46,-1.22,-16.93,-0.19,0.04,-0.45
17441,1.21,-1.65,-11.73,0.29,-0.09,-0.43
17476,0.90,-1.83,-7.92,0.41,-0.05,-0.40
17511,1.14,-1.66,-8.45,0.17,0.01,-0.35
17546,1.18,-1.83,-12.63,0.02,0.06,-0.29
17581,0.72,-1.63,-13.66,-0.11,-0.02,-0.22
17616,0.70,-1.24,-13.64,-0.05,-0.04,-0.20
