Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z
182435,0.80,-0.70,-10.26,0.06,-0.05,-0.00
182470,0.80,-0.71,-10.25,0.06,-0.05,-0.00
182505,0.80,-0.72,-10.29,0.06,-0.05,-0.00
182540,0.79,-0.71,-10.24,0.06,-0.05,-0.00
182580,0.78,-0.69,-10.24,0.06,-0.05,-0.00
182615,0.79,-0.72,-10.25,0.06,-0.05,-0.00
182661,0.79,-0.70,-10.19,0.06,-0.05,-0.00
182696,0.81,-0.71,-10.30,0.06,-0.05,-0.00
182731,0.81,-0.70,-10.25,0.06,-0.05,-0.00
182766,0.79,-0.69,-10.25,0.06,-0.05,-0.01
182800,0.79,-0.71,-10.23,0.06,-0.05,-0.00
182835,0.79,-0.70,-10.23,0.06,-0.05,-0.00
182870,0.79,-0.70,-10.27,0.06,-0.05,-0.00
182905,0.80,-0.71,-10.26,0.06,-0.05,-0.00
182953,0.81,-0.71,-10.24,0.06,-0.05,-0.00
182988,0.81,-0.72,-10.24,0.06,-0.05,-0.00
183028,0.80,-0.72,-10.23,0.06,-0.05,-0.00
183063,0.80,-0.72,-10.27,0.06,-0.05,-0.00
183097,0.81,-0.70,-10.21,0.06,-0.05,-0.00
183132,0.79,-0.70,-10.26,0.06,-0.05,-0.00
183167,0.80,-0.71,-10.24,0.06,-0.05,-0.01
183202,0.80,-0.71,-10.22,0.06,-0.05,-0.00
183236,0.78,-0.71,-10.27,0.06,-0.05,-0.00
183271,0.79,-0.70,-10.21,0.06,-0.05,-0.00
183306,0.80,-0.70,-10.27,0.06,-0.05,-0.00
183341,0.79,-0.69,-10.25,0.06,-0.05,-0.00
183375,0.80,-0.71,-10.27,0.06,-0.05,-0.01
183416,0.80,-0.71,-10.24,0.06,-0.05,-0.00
183450,0.79,-0.70,-10.23,0.06,-0.05,-0.00
183485,0.81,-0.71,-10.25,0.06,-0.05,-0.00
183520,0.80,-0.70,-10.25,0.06,-0.05,-0.00
183555,0.80,-0.72,-10.26,0.06,-0.05,-0.00
183589,0.80,-0.69,-10.24,0.06,-0.05,-0.00
183624,0.81,-0.71,-10.23,0.06,-0.05,-0.00
183659,0.81,-0.70,-10.25,0.06,-0.05,-0.00
183694,0.80,-0.71,-10.26,0.06,-0.05,-0.00
183728,0.79,-0.69,-10.25,0.06,-0.05,-0.00
183763,0.79,-0.70,-10.25,0.06,-0.05,-0.00
183798,0.81,-0.70,-10.25,0.06,-0.05,-0.01
183838,0.79,-0.70,-10.24,0.06,-0.05,-0.01
183873,0.79,-0.70,-10.24,0.06,-0.05,-0.01
183908,0.79,-0.69,-10.25,0.06,-0.05,-0.00
183942,0.78,-0.71,-10.28,0.06,-0.05,-0.00
183977,0.79,-0.70,-10.23,0.06,-0.05,-0.01
184024,0.80,-0.70,-10.23,0.06,-0.05,-0.00
184059,0.80,-0.72,-10.24,0.06,-0.05,-0.00
184094,0.77,-0.70,-10.25,0.06,-0.05,-0.00
184128,0.80,-0.72,-10.26,0.06,-0.05,-0.00
184163,0.79,-0.71,-10.24,0.06,-0.05,-0.00
184198,0.80,-0.72,-10.25,0.06,-0.05,-0.00
184233,0.80,-0.68,-10.25,0.06,-0.05,-0.00
184273,0.80,-0.68,-10.23,0.06,-0.05,-0.00
184308,0.83,-0.70,-10.26,0.06,-0.05,-0.00
184342,0.82,-0.71,-10.25,0.06,-0.05,-0.00
184377,0.82,-0.70,-10.24,0.06,-0.05,-0.00
184427,0.80,-0.68,-10.26,0.06,-0.05,-0.00
184461,0.81,-0.71,-10.27,0.06,-0.05,-0.00
184496,0.80,-0.72,-10.25,0.06,-0.05,-0.00
184531,0.81,-0.69,-10.27,0.06,-0.05,-0.00
184565,0.81,-0.71,-10.24,0.06,-0.05,-0.00
184600,0.79,-0.68,-10.26,0.06,-0.05,-0.00
184635,0.79,-0.72,-10.24,0.06,-0.05,-0.00
184670,0.81,-0.72,-10.23,0.06,-0.05,-0.00
184710,0.82,-0.70,-10.25,0.06,-0.05,-0.00
184745,0.81,-0.68,-10.23,0.06,-0.05,-0.00
184779,0.80,-0.70,-10.28,0.06,-0.05,-0.01
184814,0.79,-0.69,-10.23,0.06,-0.05,-0.01
184849,0.79,-0.70,-10.29,0.06,-0.05,-0.00
184884,0.80,-0.69,-10.26,0.06,-0.05,-0.00
184918,0.79,-0.71,-10.26,0.06,-0.05,-0.00
184953,0.79,-0.68,-10.25,0.06,-0.05,-0.00
184988,0.81,-0.71,-10.24,0.06,-0.05,-0.00
185023,0.81,-0.72,-10.24,0.06,-0.05,-0.00
185057,0.79,-0.71,-10.26,0.06,-0.05,-0.00
185092,0.79,-0.70,-10.24,0.06,-0.05,-0.01
185133,0.80,-0.70,-10.25,0.06,-0.05,-0.00
185167,0.81,-0.70,-10.24,0.06,-0.05,-0.00
185202,0.80,-0.72,-10.24,0.06,-0.05,-0.00
185237,0.79,-0.70,-10.25,0.06,-0.05,-0.00
185271,0.79,-0.71,-10.24,0.06,-0.05,-0.00
185306,0.79,-0.68,-10.24,0.06,-0.05,-0.00
185341,0.79,-0.70,-10.21,0.06,-0.05,-0.00
185388,0.78,-0.70,-10.23,0.06,-0.05,-0.00
185422,0.81,-0.72,-10.21,0.06,-0.05,-0.00
185457,0.81,-0.70,-10.25,0.06,-0.05,-0.00
185492,0.80,-0.72,-10.28,0.06,-0.05,-0.00
185527,0.79,-0.71,-10.27,0.06,-0.05,-0.00
185567,0.79,-0.72,-10.23,0.06,-0.05,-0.00
185601,0.82,-0.71,-10.27,0.06,-0.05,-0.01
185636,0.82,-0.69,-10.22,0.06,-0.05,-0.01
185671,0.79,-0.71,-10.26,0.06,-0.05,-0.00
185706,0.80,-0.71,-10.24,0.06,-0.05,-0.00
185740,0.79,-0.72,-10.25,0.06,-0.05,-0.00
185775,0.81,-0.71,-10.25,0.06,-0.05,-0.00
185810,0.81,-0.69,-10.25,0.06,-0.05,-0.00
185859,0.79,-0.70,-10.28,0.06,-0.05,-0.00
185894,0.81,-0.71,-10.24,0.06,-0.05,-0.00
185929,0.80,-0.72,-10.23,0.06,-0.05,-0.00
185963,0.80,-0.71,-10.21,0.06,-0.05,-0.00
186004,0.81,-0.71,-10.25,0.06,-0.05,-0.00
186038,0.81,-0.71,-10.24,0.06,-0.05,-0.00
186073,0.81,-0.71,-10.24,0.06,-0.05,-0.00
