Time,Acel. X,Acel. Y,Acel. Z,Rot. X,Rot. Y,Rot. Z,time_diff
0,0.517891891891892,-0.2901351351351351,10.925135135135136,-0.03518918918918919,0.08,-0.1298108108108108,
35,0.4378918918918919,-1.7301351351351348,12.045135135135135,-0.05518918918918919,0.08,0.01018918918918919,35.0
70,-0.43210810810810807,0.8098648648648649,9.785135135135135,-0.4851891891891892,-0.039999999999999994,0.1701891891891892,35.0
105,-0.9521081081081081,1.319864864864865,10.075135135135135,0.044810810810810814,0.12000000000000001,0.4401891891891892,35.0
140,-0.5621081081081081,-0.3701351351351351,6.415135135135136,-0.005189189189189189,0.22000000000000003,0.6901891891891891,35.0
174,-0.04210810810810808,-0.11013513513513512,9.815135135135135,-0.2051891891891892,-0.020000000000000004,0.8901891891891892,34.0
209,0.20789189189189192,0.0398648648648649,6.235135135135135,0.034810810810810805,-0.03,0.8601891891891892,35.0
244,-0.6721081081081081,-1.100135135135135,9.075135135135135,-0.3551891891891892,0.11,0.8501891891891892,35.0
279,0.09789189189189193,1.839864864864865,5.975135135135135,0.5148108108108107,0.18,0.8901891891891892,35.0
314,0.397891891891892,3.779864864864865,10.755135135135136,-0.2251891891891892,-0.06999999999999999,0.7901891891891892,35.0
348,-0.4421081081081081,0.4798648648648649,10.895135135135135,0.3948108108108108,-0.05,0.6201891891891892,34.0
383,-0.4621081081081081,-1.370135135135135,8.105135135135136,0.034810810810810805,0.11,0.2101891891891892,35.0
423,-0.28210810810810805,-2.270135135135135,8.715135135135135,-0.03518918918918919,0.12000000000000001,-0.1898108108108108,40.0
458,0.377891891891892,-1.450135135135135,12.045135135135135,-0.3151891891891892,-0.05,-0.3198108108108108,35.0
493,0.06789189189189193,-0.44013513513513514,9.415135135135136,0.1348108108108108,-0.19,-0.4098108108108108,35.0
528,-0.19210810810810808,-0.9001351351351351,11.575135135135135,-0.1551891891891892,0.0,-0.4898108108108108,35.0
563,0.1978918918918919,-1.180135135135135,10.385135135135135,0.3148108108108108,0.14,-0.4298108108108108,35.0
598,0.6778918918918919,-0.44013513513513514,10.535135135135135,-0.1951891891891892,0.07,-0.4198108108108108,35.0
633,-0.11210810810810808,-0.06013513513513513,6.525135135135136,-0.03518918918918919,-0.06999999999999999,-0.3398108108108108,35.0
667,-0.4921081081081081,-0.5301351351351351,8.045135135135135,0.1948108108108108,-0.06,-0.3198108108108108,34.0
702,-0.2521081081081081,0.06986486486486487,8.055135135135135,-0.1851891891891892,0.05,-0.3198108108108108,35.0
737,0.15789189189189193,-1.100135135135135,9.135135135135135,0.1648108108108108,0.07,-0.2698108108108108,35.0
772,0.737891891891892,-0.7401351351351352,10.955135135135135,-0.11518918918918919,-0.009999999999999995,-0.2398108108108108,35.0
807,0.2878918918918919,-1.080135135135135,9.515135135135136,-0.01518918918918919,-0.08,-0.2098108108108108,35.0
856,0.32789189189189194,-1.2501351351351353,10.175135135135136,0.14481081081081082,-0.06999999999999999,-0.27981081081081083,49.0
896,0.14789189189189192,-0.49013513513513507,8.855135135135136,0.014810810810810815,0.020000000000000004,-0.2298108108108108,40.0
930,0.2978918918918919,-1.3001351351351351,9.175135135135136,0.044810810810810814,0.04,-0.2198108108108108,34.0
965,0.2878918918918919,-0.040135135135135114,11.205135135135135,-0.0951891891891892,-0.039999999999999994,-0.2098108108108108,35.0
1000,0.21789189189189193,-1.140135135135135,9.745135135135136,-0.16518918918918918,-0.06999999999999999,-0.1698108108108108,35.0
1035,0.1978918918918919,1.6998648648648649,9.885135135135135,0.1348108108108108,-0.039999999999999994,-0.2498108108108108,35.0
1070,0.31789189189189193,-1.8201351351351351,9.945135135135136,0.11481081081081082,-0.06,-0.2498108108108108,35.0
1105,0.1278918918918919,-0.21013513513513515,9.505135135135136,-0.0751891891891892,0.030000000000000002,-0.2198108108108108,35.0
1140,0.15789189189189193,-0.9001351351351351,9.905135135135135,0.08481081081081082,0.04,-0.2398108108108108,35.0
1175,0.497891891891892,-1.660135135135135,11.455135135135135,-0.06518918918918919,0.0,-0.1998108108108108,35.0
1210,0.34789189189189196,0.2798648648648649,11.015135135135136,-0.16518918918918918,-0.03,-0.1998108108108108,35.0
1245,0.44789189189189194,-1.9001351351351352,12.195135135135136,0.08481081081081082,0.030000000000000002,-0.1998108108108108,35.0
1280,0.21789189189189193,-1.0201351351351353,9.905135135135135,-0.0951891891891892,-0.03,-0.1998108108108108,35.0
1320,-0.12210810810810807,-1.3401351351351352,9.935135135135136,0.05481081081081081,0.010000000000000002,-0.09981081081081082,40.0
1368,-0.19210810810810808,0.6798648648648649,9.185135135135136,0.014810810810810815,0.07,-0.02981081081081081,48.0
1403,0.017891891891891915,0.4498648648648649,8.965135135135135,-0.0751891891891892,0.04,0.030189189189189187,35.0
1438,0.10789189189189194,-0.2601351351351351,10.355135135135136,0.11481081081081082,0.05,0.11018918918918919,35.0
1473,0.32789189189189194,-0.6201351351351351,10.905135135135135,-0.16518918918918918,0.010000000000000002,0.2001891891891892,35.0
1508,0.17789189189189195,0.2198648648648649,9.625135135135135,-0.0751891891891892,0.030000000000000002,0.2501891891891892,35.0
1543,0.17789189189189195,-0.22013513513513516,9.555135135135135,0.0948108108108108,-0.03,0.2801891891891892,35.0
1578,0.05789189189189192,-1.100135135135135,10.835135135135136,0.014810810810810815,-0.020000000000000004,0.3201891891891892,35.0
1613,0.08789189189189192,-0.2801351351351351,9.835135135135136,-0.04518918918918919,0.04,0.4101891891891892,35.0
1648,0.1378918918918919,-0.22013513513513516,9.425135135135136,0.014810810810810815,0.010000000000000002,0.4601891891891892,35.0
1683,0.007891891891891933,-0.8601351351351351,10.255135135135136,0.0948108108108108,0.020000000000000004,0.4601891891891892,35.0
1718,0.31789189189189193,0.2498648648648649,9.605135135135136,-0.005189189189189189,0.030000000000000002,0.4401891891891892,35.0
1753,-0.08210810810810808,-0.10013513513513511,9.965135135135135,0.0648108108108108,0.04,0.4101891891891892,35.0
1793,0.2878918918918919,-1.560135135135135,10.755135135135136,-0.03518918918918919,0.030000000000000002,0.3901891891891892,40.0
1828,0.2778918918918919,-0.030135135135135105,9.495135135135136,-0.0951891891891892,0.04,0.3301891891891892,35.0
1863,0.367891891891892,0.2898648648648649,9.555135135135135,-0.05518918918918919,-0.020000000000000004,0.2701891891891892,35.0
1898,-0.022108108108108065,0.8298648648648649,8.785135135135135,-0.1851891891891892,-0.039999999999999994,0.2401891891891892,35.0
